claim_id,claim_date,sale_id,repair_status
CL-94303,24/02/2024,RH-06178,Completed
CL-66078,29/09/2024,WL-9968,In Progress
CL-86479,07/02/2024,YZ-86975,Rejected
CL-2403,03/06/2024,QB-903788,Rejected
CL-79545,03/09/2024,GR-59844,Completed
CL-3302,21/01/2024,RN-91054,In Progress
CL-6111,03/01/2024,EG-9624,Completed
CL-62810,19/01/2024,DJ-53785,Pending
CL-46741,07/10/2024,ZZ-340339,In Progress
CL-97454,25/09/2024,QC-1966,Rejected
CL-58060,09/09/2024,PQ-55359,Pending
CL-90309,14/09/2024,IW-912942,Completed
CL-64829,06/06/2024,KW-64320,In Progress
CL-8936,31/10/2024,VD-390624,Rejected
CL-87124,21/05/2024,SI-05044,Rejected
CL-27258,17/10/2024,KJ-537927,Completed
CL-70121,13/03/2024,DZ-408797,Completed
CL-65337,22/03/2024,LE-9115,Rejected
CL-46306,20/04/2024,NU-0677,In Progress
CL-26958,05/05/2024,RP-5279,In Progress
CL-6086,13/07/2024,TO-061156,Pending
CL-3014,10/05/2024,HP-9605,Completed
CL-62424,22/08/2024,JR-83814,Rejected
CL-29018,06/04/2024,BA-95987,Pending
CL-12141,04/06/2024,CD-24429,Pending
CL-81671,29/03/2024,JF-145257,Pending
CL-9005,23/03/2024,WM-2969,Pending
CL-43798,21/01/2024,HO-734115,Pending
CL-7019,12/05/2024,SP-96896,Completed
CL-18953,10/04/2024,XY-97233,Rejected
CL-60627,14/10/2024,JO-006359,Rejected
CL-87062,25/02/2024,KV-09478,Pending
CL-7198,02/09/2024,OC-02955,Rejected
CL-2711,10/02/2024,GP-02522,Completed
CL-28877,14/10/2024,MG-3936,Completed
CL-58421,23/03/2024,YW-32715,Pending
CL-7504,22/05/2024,IZ-17535,Completed
CL-18385,06/07/2024,NW-279850,Pending
CL-72281,15/10/2024,ZM-456967,In Progress
CL-62037,19/01/2024,OE-7783,Rejected
CL-5959,09/07/2024,EM-648625,In Progress
CL-2638,27/02/2024,MG-75753,Rejected
CL-7280,08/04/2024,EB-20308,Completed
CL-39616,18/09/2024,NK-61621,Rejected
CL-89769,09/11/2024,EH-163752,Rejected
CL-71967,08/07/2024,EX-342129,Pending
CL-4440,11/04/2024,PF-010070,Pending
CL-15343,23/06/2024,LW-631533,In Progress
CL-6760,04/07/2024,ZN-640863,Rejected
CL-70857,06/06/2024,NG-46587,In Progress
CL-60220,31/07/2024,SN-3926,In Progress
CL-70067,09/05/2024,JN-9183,Completed
CL-8038,01/09/2024,XQ-99283,Completed
CL-92929,01/09/2024,HV-86035,In Progress
CL-55654,01/05/2024,QX-92311,In Progress
CL-64632,06/04/2024,CW-78030,Pending
CL-26844,20/04/2024,ON-87426,In Progress
CL-73544,01/05/2024,HR-67660,Rejected
CL-38923,08/04/2024,GV-6762,In Progress
CL-73316,24/07/2024,UH-21618,Completed
CL-48443,09/03/2024,MK-64173,Rejected
CL-27756,18/06/2024,RZ-135999,Pending
CL-18996,18/09/2024,ZY-8233,In Progress
CL-99808,25/05/2024,RI-49993,Pending
CL-96400,28/04/2024,DY-517279,Rejected
CL-47536,25/10/2024,JV-954359,Pending
CL-77013,14/10/2024,DQ-844934,Pending
CL-46362,23/04/2024,TB-15552,Pending
CL-38114,22/09/2024,AW-645853,Completed
CL-30419,13/10/2024,KQ-6544,In Progress
CL-5819,20/10/2024,HZ-77659,In Progress
CL-78165,03/10/2024,XO-244851,Pending
CL-65006,29/06/2024,KV-8986,Rejected
CL-63092,07/09/2024,HR-1121,Rejected
CL-26860,13/03/2024,XN-106088,Completed
CL-43689,22/10/2024,IY-84670,Rejected
CL-88591,06/07/2024,HK-60915,In Progress
CL-58978,11/11/2024,VX-343323,In Progress
CL-4937,11/02/2024,QA-456804,Pending
CL-153,24/09/2024,RF-9231,Completed
CL-5496,05/11/2024,FZ-8604,Completed
CL-69098,06/02/2024,NO-6279,In Progress
CL-67850,27/09/2024,TY-6084,Pending
CL-72885,20/01/2024,DI-96893,Completed
CL-417,20/06/2024,OK-083375,Pending
CL-20940,02/10/2024,FV-1318,In Progress
CL-71740,03/10/2024,TO-76943,Rejected
CL-83320,31/01/2024,SA-64086,Completed
CL-97284,15/10/2024,FW-65381,Pending
CL-3777,17/06/2024,BS-9293,Completed
CL-28619,08/02/2024,ZG-30564,Pending
CL-15287,28/03/2024,PL-041158,Pending
CL-18473,04/02/2024,EO-895149,Rejected
CL-43128,11/08/2024,ZM-5505,Rejected
CL-72942,17/01/2024,PA-7579,Rejected
CL-74371,19/09/2024,XS-6973,Rejected
CL-46913,06/03/2024,OA-84411,Pending
CL-29545,19/10/2024,NJ-509255,Pending
CL-6479,04/06/2024,XK-16947,Rejected
CL-42152,12/07/2024,TC-07966,Completed
CL-20764,24/04/2024,UN-47629,In Progress
CL-96356,12/09/2024,AW-315893,Rejected
CL-84955,27/08/2024,JB-5883,In Progress
CL-61779,29/10/2024,XZ-5087,Rejected
CL-86715,18/04/2024,TT-58051,In Progress
CL-69784,01/09/2024,ZK-919901,Rejected
CL-88376,26/07/2024,VV-933757,Rejected
CL-58557,11/04/2024,QJ-16666,In Progress
CL-69988,21/04/2024,OU-23695,In Progress
CL-80264,15/03/2024,IK-9888,Pending
CL-1844,25/03/2024,LW-1716,Completed
CL-64010,25/07/2024,US-3839,Completed
CL-31868,24/08/2024,CS-6807,Completed
CL-30904,11/11/2024,YA-932883,Rejected
CL-11145,05/01/2024,NH-89652,Pending
CL-1530,12/11/2024,IQ-629230,Completed
CL-40187,16/03/2024,BP-23681,Rejected
CL-8355,01/09/2024,SH-26423,Pending
CL-91535,22/03/2024,KB-8201,Completed
CL-74675,02/07/2024,VX-3474,In Progress
CL-83162,07/04/2024,LZ-10231,In Progress
CL-96118,01/01/2024,OO-056056,Rejected
CL-14336,18/05/2024,CJ-599423,Rejected
CL-10183,04/10/2024,KI-7836,Completed
CL-97623,11/03/2024,CT-14937,Pending
CL-75579,28/07/2024,EM-540290,Completed
CL-79972,03/10/2024,PP-49720,In Progress
CL-58142,04/01/2024,HI-5966,Pending
CL-35631,25/04/2024,PH-0321,Completed
CL-5052,21/04/2024,UC-82012,Pending
CL-304,01/01/2024,HZ-689233,Pending
CL-29885,18/04/2024,KO-60306,Rejected
CL-78904,12/06/2024,BG-21213,Pending
CL-3107,21/10/2024,DR-40010,Rejected
CL-61842,20/07/2024,WI-8269,Pending
CL-1046,11/07/2024,BO-164783,Rejected
CL-71397,26/05/2024,NK-273564,Rejected
CL-45157,12/01/2024,LD-3727,Completed
CL-35241,28/02/2024,IQ-60609,Pending
CL-44729,27/01/2024,ND-597346,In Progress
CL-87046,10/11/2024,QU-27358,In Progress
CL-62761,12/02/2024,TL-283109,Completed
CL-9582,24/05/2024,SH-522867,Rejected
CL-62356,06/04/2024,NO-40448,In Progress
CL-81716,06/10/2024,EL-266460,In Progress
CL-4678,18/04/2024,FV-4680,In Progress
CL-7898,14/07/2024,MQ-589642,In Progress
CL-78773,17/03/2024,FW-980524,Pending
CL-65552,13/07/2024,PR-7361,Pending
CL-15618,11/02/2024,SK-03994,In Progress
CL-7663,16/02/2024,HG-8806,Rejected
CL-56289,28/05/2024,YR-990600,In Progress
CL-29982,08/05/2024,IE-2283,Rejected
CL-6609,22/10/2024,KM-788155,In Progress
CL-49481,12/05/2024,GT-87469,Completed
CL-59519,02/11/2024,LP-1514,In Progress
CL-54440,06/08/2024,OV-780381,Completed
CL-39820,01/07/2024,GM-54925,Completed
CL-50838,29/04/2024,RE-973593,In Progress
CL-84112,28/05/2024,UX-57103,Pending
CL-54438,19/05/2024,DC-331761,In Progress
CL-31833,27/07/2024,KI-12592,Rejected
CL-19058,26/10/2024,DJ-8750,In Progress
CL-88204,30/10/2024,QF-96535,Pending
CL-3319,27/04/2024,MQ-2739,Pending
CL-83114,08/05/2024,JM-73066,Completed
CL-85214,20/04/2024,MQ-10218,Rejected
CL-30437,25/09/2024,FO-6615,In Progress
CL-47877,23/10/2024,FB-600483,Completed
CL-28131,30/08/2024,IY-9670,Completed
CL-26702,02/02/2024,UA-525045,In Progress
CL-64383,15/09/2024,PU-12257,Rejected
CL-7785,11/06/2024,YN-4561,Pending
CL-93515,05/09/2024,OJ-70936,In Progress
CL-40046,10/07/2024,LC-772620,Rejected
CL-43046,23/04/2024,VV-408124,Completed
CL-41091,03/09/2024,BC-72584,Completed
CL-75647,18/09/2024,HQ-758995,Pending
CL-88225,12/09/2024,MY-860603,Pending
CL-65804,19/09/2024,BB-482521,Completed
CL-46853,16/06/2024,MT-741044,In Progress
CL-16522,11/10/2024,KW-6582,Completed
CL-4791,26/08/2024,KA-92718,Rejected
CL-58025,26/07/2024,RE-7070,In Progress
CL-21595,16/03/2024,BC-873653,Completed
CL-65091,12/07/2024,TF-222733,Completed
CL-72560,01/04/2024,FM-681405,Rejected
CL-69101,12/06/2024,AX-8138,Pending
CL-96965,05/09/2024,CN-8362,Completed
CL-71718,09/09/2024,QM-246096,Completed
CL-352,08/06/2024,YF-515532,Completed
CL-88509,07/07/2024,CI-048134,Rejected
CL-81649,31/07/2024,DH-1168,Completed
CL-91089,10/09/2024,JF-2710,In Progress
CL-7839,23/09/2024,ZQ-5348,Completed
CL-8113,14/07/2024,HH-53121,Rejected
CL-14681,23/03/2024,DG-9279,Rejected
CL-75063,01/05/2024,PD-2025,Pending
CL-2331,12/10/2024,PF-2939,In Progress
CL-88226,15/07/2024,PK-22174,Pending
CL-19217,19/08/2024,YU-72343,In Progress
CL-38997,18/02/2024,VX-23868,Rejected
CL-44367,26/06/2024,FN-63894,In Progress
CL-1185,24/05/2024,GR-6256,Completed
CL-4083,15/01/2024,XK-449418,Pending
CL-3927,02/03/2024,VH-5572,Pending
CL-5359,03/01/2024,CD-49500,Completed
CL-6039,07/07/2024,LG-146116,Rejected
CL-71974,04/04/2024,IW-417241,Pending
CL-3878,20/01/2024,XB-526534,In Progress
CL-97787,22/06/2024,WW-2965,Pending
CL-57865,09/10/2024,PC-06791,Rejected
CL-61879,03/03/2024,US-0881,Completed
CL-56527,26/01/2024,WK-566591,Pending
CL-33912,02/07/2024,SH-7421,In Progress
CL-82164,07/03/2024,ZL-0574,Completed
CL-142,17/02/2024,MN-6920,Completed
CL-19888,06/09/2024,TE-34857,Completed
CL-98454,18/04/2024,ZJ-38452,In Progress
CL-30343,19/02/2024,QB-2226,Pending
CL-89336,30/06/2024,CR-2811,In Progress
CL-416,23/05/2024,RA-253932,Rejected
CL-16790,18/10/2024,PS-654158,Rejected
CL-19511,09/01/2024,FK-1810,Pending
CL-3559,07/09/2024,FM-25204,Rejected
CL-64898,27/05/2024,DC-77235,Completed
CL-55936,07/02/2024,GO-83048,Completed
CL-30937,06/04/2024,LN-803106,In Progress
CL-2015,20/03/2024,VC-036514,Pending
CL-2718,20/08/2024,DX-6453,Rejected
CL-52000,05/04/2024,SC-52643,Pending
CL-6221,01/01/2024,FO-482568,Rejected
CL-14071,04/03/2024,EL-727046,Rejected
CL-5678,02/03/2024,VK-458217,Pending
CL-12867,03/05/2024,DS-257078,Rejected
CL-1915,02/09/2024,HN-99146,In Progress
CL-28502,01/10/2024,DB-78079,Rejected
CL-9025,08/11/2024,WM-91155,In Progress
CL-67571,04/02/2024,QD-085202,Rejected
CL-34268,06/10/2024,EO-162487,In Progress
CL-24777,02/04/2024,DT-03268,Completed
CL-91043,14/05/2024,FX-38247,Rejected
CL-68862,01/03/2024,TD-209247,Pending
CL-76534,30/08/2024,FV-09555,In Progress
CL-20605,19/10/2024,AZ-8393,Completed
CL-3758,02/05/2024,SH-958776,Pending
CL-1303,04/01/2024,KV-113961,Pending
CL-86615,28/08/2024,HC-663603,Rejected
CL-52007,06/03/2024,UW-4321,In Progress
CL-15586,04/03/2024,OL-663279,Pending
CL-6203,19/02/2024,UI-281461,In Progress
CL-370,24/01/2024,VP-792364,In Progress
CL-75836,06/02/2024,IH-821731,Rejected
CL-37882,26/02/2024,FL-0395,Rejected
CL-31212,31/07/2024,ZB-7048,Pending
CL-11689,04/09/2024,FI-625341,In Progress
CL-9070,19/02/2024,OH-5487,Completed
CL-66748,25/03/2024,WK-8065,Pending
CL-27046,20/07/2024,YR-4461,In Progress
CL-89838,02/01/2024,DM-33333,Rejected
CL-90672,24/05/2024,UE-53083,Completed
CL-8069,07/11/2024,NR-3804,Rejected
CL-78474,24/03/2024,JA-456549,Rejected
CL-5098,06/06/2024,RG-65664,Rejected
CL-91749,18/03/2024,EE-62650,Completed
CL-57969,10/03/2024,QV-60838,Completed
CL-2698,21/06/2024,CQ-0758,Rejected
CL-5451,17/05/2024,VU-9099,Completed
CL-2059,12/01/2024,XA-59178,Completed
CL-96903,19/04/2024,RP-32213,Pending
CL-39200,26/08/2024,WQ-8829,Completed
CL-22757,25/05/2024,GW-177377,Rejected
CL-13589,21/06/2024,TG-01306,Pending
CL-96404,06/10/2024,DW-513369,Pending
CL-31831,01/11/2024,NK-7891,Pending
CL-49516,17/06/2024,PT-6194,Pending
CL-75640,29/05/2024,EK-0211,Rejected
CL-72458,22/05/2024,KM-783994,Pending
CL-34514,04/03/2024,KB-261301,Completed
CL-7560,02/09/2024,RH-150989,Rejected
CL-38084,22/05/2024,WI-479491,Pending
CL-44481,19/05/2024,GN-9211,Rejected
CL-8030,07/07/2024,JT-348882,In Progress
CL-96469,29/07/2024,WA-8841,Completed
CL-2577,22/06/2024,BG-4574,Completed
CL-3625,11/09/2024,BY-603166,Rejected
CL-18482,29/10/2024,YJ-719572,Pending
CL-94702,25/06/2024,BG-9277,Rejected
CL-33722,06/04/2024,GR-212586,In Progress
CL-14918,26/10/2024,JY-747315,Completed
CL-93536,29/03/2024,XV-5477,Completed
CL-130,11/06/2024,KQ-95316,In Progress
CL-34683,23/04/2024,OW-1289,In Progress
CL-19434,15/10/2024,ON-967920,In Progress
CL-7897,02/03/2024,LM-0366,Pending
CL-49819,05/01/2024,TV-407166,Rejected
CL-1672,04/06/2024,OS-94526,In Progress
CL-2511,03/06/2024,GJ-16494,In Progress
CL-73990,22/09/2024,HP-04704,Rejected
CL-24445,12/09/2024,KL-6731,Pending
CL-42018,21/08/2024,BM-964578,Rejected
CL-24719,10/10/2024,IU-2920,In Progress
CL-72345,22/06/2024,TF-9102,Rejected
CL-72599,23/01/2024,KL-286109,Rejected
CL-87822,04/11/2024,UT-914133,Completed
CL-99196,20/10/2024,UT-528280,In Progress
CL-84589,14/06/2024,ZN-9189,Rejected
CL-57185,02/02/2024,VD-365071,In Progress
CL-43367,17/06/2024,TC-48385,Completed
CL-1870,20/08/2024,UE-72210,Pending
CL-77837,20/09/2024,MP-39786,Rejected
CL-45753,17/03/2024,HK-204838,Completed
CL-84400,18/03/2024,CQ-41568,Pending
CL-72970,15/01/2024,RG-119492,In Progress
CL-7462,02/03/2024,NW-3180,Rejected
CL-8378,06/08/2024,LN-988141,Completed
CL-26221,05/07/2024,HC-180674,In Progress
CL-50833,20/07/2024,FK-11444,Completed
CL-90165,29/04/2024,EM-7632,Completed
CL-7107,08/02/2024,PE-7244,In Progress
CL-1403,05/09/2024,FQ-154692,Rejected
CL-97870,05/11/2024,QM-94203,In Progress
CL-6866,01/08/2024,BV-3664,In Progress
CL-44714,22/02/2024,YF-74096,Completed
CL-79995,23/07/2024,XF-804477,Rejected
CL-67423,01/09/2024,QH-481644,Completed
CL-23978,05/10/2024,BK-716062,Pending
CL-93062,13/08/2024,PQ-1101,In Progress
CL-1425,15/04/2024,IC-089539,Completed
CL-41315,02/02/2024,FM-8945,Rejected
CL-39858,17/05/2024,MN-215130,Completed
CL-1428,19/09/2024,BE-70735,Rejected
CL-7881,31/03/2024,NA-886006,In Progress
CL-52659,01/11/2024,MW-616502,In Progress
CL-5924,17/05/2024,FY-44201,Rejected
CL-58120,06/05/2024,DY-936191,Completed
CL-87234,24/06/2024,IH-45655,Rejected
CL-66869,14/04/2024,BD-258847,Rejected
CL-8828,07/04/2024,JB-985360,Rejected
CL-3053,01/10/2024,GI-7561,Rejected
CL-49835,15/03/2024,JY-426292,Rejected
CL-2785,03/01/2024,RS-74995,Completed
CL-37732,06/10/2024,WL-4265,In Progress
CL-56052,13/06/2024,BK-2020,Completed
CL-86476,09/06/2024,XO-74234,Pending
CL-54481,19/07/2024,LU-7418,Pending
CL-26544,16/07/2024,CO-76273,Pending
CL-6379,03/05/2024,JT-9681,In Progress
CL-97078,23/10/2024,AO-553560,Rejected
CL-1028,12/04/2024,YH-997565,Rejected
CL-16940,19/08/2024,YQ-28925,Completed
CL-55615,26/10/2024,PN-280801,In Progress
CL-21880,24/08/2024,FJ-162726,Completed
CL-91016,29/02/2024,JI-692971,Rejected
CL-88016,15/04/2024,BU-0371,In Progress
CL-5728,28/05/2024,MC-66231,Completed
CL-18618,15/07/2024,UQ-5535,Rejected
CL-7550,07/10/2024,LZ-406244,In Progress
CL-62337,21/07/2024,UV-48234,In Progress
CL-15226,03/06/2024,EE-950433,Completed
CL-1431,18/08/2024,CV-8304,Completed
CL-3333,21/10/2024,ZA-01167,Pending
CL-5673,24/01/2024,WB-36017,Completed
CL-90795,17/06/2024,YJ-0462,In Progress
CL-33450,16/04/2024,XH-485294,In Progress
CL-43650,28/08/2024,HV-2394,Completed
CL-51337,13/03/2024,IJ-657829,In Progress
CL-68751,10/10/2024,VB-84898,In Progress
CL-44383,19/05/2024,UX-20031,Completed
CL-7444,20/10/2024,XY-272096,Pending
CL-2911,28/10/2024,ZL-9960,Rejected
CL-15661,20/06/2024,AO-6584,Completed
CL-86468,03/08/2024,TF-9812,Completed
CL-36540,11/06/2024,HM-7903,In Progress
CL-40743,29/10/2024,QF-168318,Completed
CL-74798,13/01/2024,UM-93252,In Progress
CL-88747,10/11/2024,HN-469749,Completed
CL-2019,10/09/2024,GY-170774,Completed
CL-47994,02/08/2024,LV-9572,Completed
CL-56069,16/05/2024,OS-4110,Completed
CL-18735,28/06/2024,MD-74231,In Progress
CL-2880,24/08/2024,RG-8937,Completed
CL-73550,21/06/2024,ZN-30323,Pending
CL-88349,20/06/2024,DW-59056,Completed
CL-92810,09/07/2024,CJ-01580,Completed
CL-7156,10/08/2024,IW-12081,Completed
CL-90882,31/03/2024,KK-79861,In Progress
CL-27462,27/10/2024,TB-078975,Completed
CL-58838,13/01/2024,NE-2427,In Progress
CL-97444,27/06/2024,ID-25137,Pending
CL-3096,20/04/2024,RJ-36557,Rejected
CL-2922,08/08/2024,NA-70447,Rejected
CL-32506,03/11/2024,JJ-3013,Completed
CL-85880,15/05/2024,YO-399837,Completed
CL-2479,02/05/2024,RY-331531,In Progress
CL-6681,28/01/2024,ZY-8457,Rejected
CL-44031,06/11/2024,CD-06451,Completed
CL-28811,27/05/2024,PP-235796,In Progress
CL-7291,24/01/2024,CN-26971,Completed
CL-95135,03/11/2024,MT-163308,In Progress
CL-34736,23/09/2024,JR-098209,Rejected
CL-59467,11/02/2024,NS-736309,Rejected
CL-3251,29/02/2024,DP-4322,Completed
CL-808,04/11/2024,UW-09172,In Progress
CL-2640,06/01/2024,KU-154063,Pending
CL-65141,16/03/2024,FX-611031,Completed
CL-40224,08/09/2024,BZ-3238,In Progress
CL-8288,31/08/2024,GU-4616,Completed
CL-82507,22/07/2024,RL-7524,In Progress
CL-59227,19/02/2024,YP-04751,Pending
CL-1747,18/06/2024,ST-910280,Rejected
CL-84479,02/06/2024,HR-192676,Completed
CL-3577,10/03/2024,DL-10372,Rejected
CL-54868,11/02/2024,MX-0296,In Progress
CL-66332,05/06/2024,YG-619105,Completed
CL-4813,31/08/2024,EU-52134,Rejected
CL-40657,02/05/2024,NV-2708,In Progress
CL-73287,10/04/2024,PX-000750,In Progress
CL-4625,14/07/2024,LT-1065,Completed
CL-9014,11/11/2024,GV-9824,Completed
CL-24046,28/09/2024,EA-00861,Pending
CL-37571,06/06/2024,TR-273252,Rejected
CL-81507,27/10/2024,ME-7968,Pending
CL-6407,29/03/2024,VA-7190,Rejected
CL-37297,11/01/2024,QE-42114,In Progress
CL-16119,19/03/2024,IF-313194,Rejected
CL-79625,26/07/2024,WX-121410,Pending
CL-14713,17/03/2024,FP-792364,In Progress
CL-89500,13/05/2024,UV-8509,In Progress
CL-70453,23/01/2024,DT-100993,Pending
CL-12958,06/09/2024,KH-3767,In Progress
CL-39184,29/01/2024,PJ-72099,Rejected
CL-7390,24/07/2024,BT-73700,Pending
CL-60717,23/09/2024,QN-4594,Completed
CL-74107,22/02/2024,VY-04482,In Progress
CL-22726,15/10/2024,QU-261952,Pending
CL-5651,01/04/2024,JR-188090,Pending
CL-80898,17/05/2024,LO-14545,Completed
CL-21282,02/05/2024,TY-91953,Completed
CL-84238,09/02/2024,DO-65889,Rejected
CL-5995,26/01/2024,BG-1724,In Progress
CL-17329,11/05/2024,KO-3727,Completed
CL-11926,24/05/2024,PL-23929,Rejected
CL-59674,09/03/2024,BK-8226,Rejected
CL-65172,15/01/2024,WW-603139,Rejected
CL-37588,06/01/2024,LI-4114,Pending
CL-470,03/07/2024,UR-18185,Rejected
CL-6410,26/10/2024,LC-30550,In Progress
CL-20957,08/07/2024,FT-45436,Completed
CL-9301,20/01/2024,NH-1405,Rejected
CL-7651,24/08/2024,YS-1841,Rejected
CL-53265,17/01/2024,XF-950179,Rejected
CL-48889,14/06/2024,MY-662448,In Progress
CL-3612,16/05/2024,JC-72669,Pending
CL-18769,19/07/2024,EL-074912,Pending
CL-37670,24/04/2024,HM-303542,In Progress
CL-7035,14/08/2024,XV-6785,Rejected
CL-75508,27/06/2024,OG-54336,In Progress
CL-22821,13/06/2024,UN-0427,Rejected
CL-69614,12/06/2024,LT-2885,In Progress
CL-596,19/06/2024,RY-28530,Completed
CL-2032,30/05/2024,YD-535165,Completed
CL-83311,25/10/2024,MO-79075,Completed
CL-2776,10/01/2024,BH-427586,Pending
CL-57390,06/05/2024,EU-400639,In Progress
CL-5841,18/04/2024,AP-2275,In Progress
CL-8872,08/11/2024,YF-68127,Completed
CL-85209,29/03/2024,UZ-65226,Completed
CL-58562,23/05/2024,XC-8078,Pending
CL-12525,27/07/2024,NG-4912,Completed
CL-97908,13/04/2024,QK-26402,In Progress
CL-68591,06/09/2024,SS-47501,Pending
CL-28326,12/10/2024,OS-8256,Pending
CL-15685,30/03/2024,YQ-367655,In Progress
CL-33489,30/06/2024,BR-12548,Completed
CL-68367,12/06/2024,CC-60743,Completed
CL-58855,17/10/2024,KK-88018,Rejected
CL-87720,15/04/2024,PF-49003,Pending
CL-2526,12/01/2024,MJ-47415,Pending
CL-6690,22/02/2024,YU-955081,Rejected
CL-6216,05/09/2024,NH-38253,Completed
CL-69423,03/03/2024,KX-876993,Pending
CL-2873,30/05/2024,VU-692439,Pending
CL-18378,26/09/2024,WI-965580,Pending
CL-53750,20/10/2024,MP-4350,Rejected
CL-9621,06/01/2024,RT-266680,Pending
CL-9745,18/06/2024,SS-5688,Pending
CL-33512,09/01/2024,MT-4487,Completed
CL-8691,28/03/2024,ZX-663545,Rejected
CL-94211,04/01/2024,RQ-46178,Completed
CL-15578,05/01/2024,AK-47959,Rejected
CL-5606,22/01/2024,RA-77975,Completed
CL-39706,03/07/2024,LF-7752,Pending
CL-38256,26/10/2024,IR-9626,Pending
CL-82221,18/05/2024,XN-0241,In Progress
CL-6648,30/08/2024,HE-30359,Completed
CL-37987,04/08/2024,AG-9348,Pending
CL-30711,13/10/2024,OW-72809,Rejected
CL-81662,07/09/2024,YQ-28647,Pending
CL-74868,09/05/2024,GW-24109,Completed
CL-576,09/08/2024,RR-7809,Completed
CL-7157,21/04/2024,PG-87315,Rejected
CL-92815,23/06/2024,PL-1995,Rejected
CL-48425,13/02/2024,CF-90231,Completed
CL-72946,24/08/2024,ZM-6642,Completed
CL-34460,23/07/2024,AS-180889,Completed
CL-63208,21/01/2024,UF-55556,Completed
CL-8322,11/04/2024,RD-3021,Rejected
CL-61198,24/01/2024,MA-1558,Rejected
CL-4122,08/03/2024,CL-7406,In Progress
CL-93852,28/09/2024,TY-911680,In Progress
CL-61797,03/01/2024,GD-198442,Completed
CL-85840,27/08/2024,XB-650378,In Progress
CL-97494,13/07/2024,FB-9504,In Progress
CL-58269,10/03/2024,EA-6224,Rejected
CL-4884,28/02/2024,ZD-7357,Pending
CL-9645,29/01/2024,MR-48029,Rejected
CL-1078,22/06/2024,GJ-601005,Pending
CL-13135,03/11/2024,GF-72879,Rejected
CL-95133,13/06/2024,MY-04135,In Progress
CL-4138,23/04/2024,GQ-48293,Rejected
CL-49638,10/06/2024,BX-03948,Completed
CL-54769,14/08/2024,YW-16054,Rejected
CL-66763,29/10/2024,CJ-33733,Pending
CL-33580,17/07/2024,BV-270726,In Progress
CL-79233,31/08/2024,HJ-823396,Completed
CL-4497,10/06/2024,GC-930690,Pending
CL-2998,30/06/2024,XJ-86774,Pending
CL-18960,05/03/2024,GO-0077,Rejected
CL-5262,19/03/2024,XE-80157,Rejected
CL-91453,09/01/2024,EH-82533,Rejected
CL-97180,13/09/2024,ZO-762632,In Progress
CL-9916,04/03/2024,RR-52841,In Progress
CL-80749,18/07/2024,DG-225673,Rejected
CL-84011,16/08/2024,NM-68067,In Progress
CL-40919,05/10/2024,YH-708317,Completed
CL-9420,08/03/2024,RV-00881,Rejected
CL-4158,29/04/2024,HN-129260,In Progress
CL-4250,16/07/2024,OO-02758,Completed
CL-85175,27/10/2024,TR-766439,Rejected
CL-68030,21/08/2024,VU-130616,In Progress
CL-61537,15/03/2024,VF-74771,In Progress
CL-23545,28/10/2024,BT-102869,Pending
CL-87060,09/05/2024,PN-881805,Rejected
CL-4921,18/01/2024,QR-0804,Completed
CL-8695,23/04/2024,YT-64021,Rejected
CL-6861,22/10/2024,PJ-4653,Completed
CL-74801,02/09/2024,QF-449849,In Progress
CL-19794,27/06/2024,VS-1147,Rejected
CL-10442,04/09/2024,PP-028359,Rejected
CL-2086,31/10/2024,JT-578607,Completed
CL-43047,28/02/2024,DI-6657,Rejected
CL-50922,15/06/2024,SN-087513,Pending
CL-35512,26/08/2024,SK-2045,Rejected
CL-32290,27/05/2024,CZ-9626,Pending
CL-9399,18/10/2024,SL-36469,Pending
CL-947,09/08/2024,VC-880709,Pending
CL-4526,21/07/2024,RD-7564,Pending
CL-42890,27/06/2024,AN-227511,Rejected
CL-24103,11/05/2024,XV-00272,Pending
CL-5611,31/10/2024,JF-8470,Rejected
CL-136,03/02/2024,KH-34150,In Progress
CL-48731,25/04/2024,CK-01613,Pending
CL-7876,14/09/2024,AE-93493,Completed
CL-7939,23/01/2024,RN-8906,In Progress
CL-40150,29/02/2024,JB-773088,Rejected
CL-24114,15/07/2024,WD-1239,Pending
CL-81608,23/07/2024,QK-14507,In Progress
CL-4387,01/05/2024,FW-6547,In Progress
CL-50592,26/09/2024,VZ-089742,In Progress
CL-61787,01/06/2024,ZN-757891,In Progress
CL-317,26/09/2024,DI-7957,In Progress
CL-71295,25/05/2024,XW-915336,In Progress
CL-83244,11/11/2024,IP-6961,Pending
CL-81197,04/04/2024,AU-857099,Completed
CL-937,16/09/2024,LW-61401,In Progress
CL-30151,24/03/2024,MW-1626,Rejected
CL-23309,07/04/2024,WJ-95606,Completed
CL-11828,17/03/2024,GJ-8196,Pending
CL-54289,08/06/2024,IO-00335,Pending
CL-3697,30/07/2024,DJ-00560,Rejected
CL-4773,30/04/2024,ML-5446,Completed
CL-19989,14/01/2024,ZI-1158,In Progress
CL-32818,02/10/2024,MT-8558,Rejected
CL-10057,30/10/2024,SI-9189,Rejected
CL-3013,31/01/2024,EX-3174,Completed
CL-6109,14/04/2024,VL-935074,Pending
CL-49863,12/09/2024,UV-98861,In Progress
CL-66563,04/06/2024,VD-031685,Rejected
CL-74886,10/02/2024,CB-8474,Pending
CL-28749,07/11/2024,AU-8639,Pending
